Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LN0609,Female,No,3+,Graduate,Yes,22748,6838.43,570,360,1.0,Urban,Y
LN0610,Male,Yes,1,Not Graduate,Yes,4014,7920.45,508,360,0.0,Urban,Y
LN0611,Female,Yes,1,Graduate,No,5469,2927.42,648,120,1.0,Semiurban,Y
LN0612,Female,No,2,Not Graduate,No,21168,791.86,419,180,1.0,Urban,Y
LN0613,Female,No,3+,Not Graduate,No,6066,4878.23,380,180,1.0,Semiurban,Y
LN0614,Female,No,0,Graduate,No,3696,3145.82,691,360,1.0,Rural,Y
LN0615,Male,Yes,1,Graduate,Yes,18673,2020.83,60,120,1.0,Semiurban,Y
LN0616,Male,Yes,3+,Graduate,No,21359,9526.42,556,180,0.0,Rural,N
LN0617,Female,No,1,Graduate,Yes,12845,4439.88,468,120,1.0,Urban,Y
LN0618,Male,No,3+,Not Graduate,Yes,2809,1747.09,171,360,1.0,Urban,Y
LN0619,Male,No,3+,Not Graduate,Yes,2364,1986.51,284,360,1.0,Urban,N
LN0620,Female,No,2,Graduate,No,13555,2807.1,380,120,0.0,Semiurban,Y
LN0621,Female,Yes,1,Graduate,Yes,6889,9993.16,592,240,0.0,Rural,N
LN0622,Male,No,0,Not Graduate,Yes,21247,2680.12,397,360,1.0,Rural,Y
LN0623,Female,Yes,2,Graduate,No,13216,3288.02,461,360,0.0,Urban,Y
LN0624,Male,Yes,2,Not Graduate,Yes,13478,6593.28,273,360,0.0,Urban,N
LN0625,Female,No,0,Graduate,No,4503,2939.61,202,360,1.0,Rural,Y
LN0626,Male,No,2,Not Graduate,No,15674,2158.04,261,120,0.0,Semiurban,Y
LN0627,Female,No,3+,Not Graduate,No,15272,1586.37,141,120,1.0,Urban,Y
LN0628,Male,Yes,3+,Not Graduate,Yes,19115,3126.83,380,120,1.0,Semiurban,Y
LN0629,Male,No,1,Not Graduate,No,9459,1059.16,516,120,1.0,Urban,N
LN0630,Male,No,1,Not Graduate,No,13480,186.47,690,240,1.0,Urban,Y
LN0631,Female,Yes,0,Graduate,No,20595,8046.42,603,120,1.0,Semiurban,N
LN0632,Male,No,1,Not Graduate,No,8081,1378.95,277,120,1.0,Semiurban,Y
LN0633,Male,Yes,3+,Graduate,Yes,18305,7759.77,243,360,0.0,Semiurban,N
LN0634,Female,No,0,Not Graduate,No,11465,7975.42,579,240,0.0,Semiurban,Y
LN0635,Female,Yes,0,Not Graduate,Yes,13260,5379.2,292,360,1.0,Rural,Y
LN0636,Male,No,1,Graduate,No,16422,3096.82,438,240,1.0,Rural,Y
LN0637,Male,No,3+,Graduate,Yes,2446,1450.33,325,180,1.0,Urban,Y
LN0638,Female,Yes,0,Graduate,No,19718,7368.05,499,240,1.0,Urban,N
LN0639,Female,Yes,3+,Graduate,Yes,3064,6013.87,688,240,0.0,Urban,Y
LN0640,Female,No,3+,Not Graduate,No,8832,6554.53,636,360,1.0,Rural,Y
LN0641,Female,Yes,3+,Graduate,Yes,6444,86.69,623,240,0.0,Semiurban,N
LN0642,Female,Yes,1,Not Graduate,Yes,17557,9275.17,527,240,0.0,Urban,N
LN0643,Male,Yes,2,Graduate,Yes,15377,662.9,529,360,1.0,Rural,Y
LN0644,Female,Yes,2,Graduate,No,11639,3668.06,337,180,1.0,Urban,N
LN0645,Male,No,0,Not Graduate,Yes,2808,4027.12,589,180,1.0,Rural,Y
LN0646,Male,No,3+,Not Graduate,Yes,20870,13.56,379,180,1.0,Semiurban,Y
LN0647,Male,Yes,1,Graduate,Yes,18270,4970.89,519,240,1.0,Rural,Y
LN0648,Female,Yes,3+,Not Graduate,Yes,24015,7528.09,583,360,0.0,Semiurban,N
LN0649,Male,Yes,3+,Not Graduate,No,4758,8232.69,516,180,1.0,Urban,Y
LN0650,Male,Yes,1,Not Graduate,Yes,24005,8793.97,469,180,1.0,Semiurban,Y
LN0651,Female,No,2,Not Graduate,Yes,6311,4877.19,657,180,1.0,Rural,N
LN0652,Male,No,3+,Not Graduate,Yes,24458,6306.36,171,180,1.0,Urban,Y
LN0653,Male,Yes,3+,Not Graduate,No,8197,795.2,357,360,1.0,Urban,N
LN0654,Female,Yes,2,Not Graduate,Yes,21817,4880.38,383,180,0.0,Rural,N
LN0655,Male,Yes,1,Not Graduate,Yes,17275,1548.16,469,240,1.0,Semiurban,N
LN0656,Male,No,0,Graduate,Yes,12539,3696.43,375,240,1.0,Rural,Y
LN0657,Male,Yes,2,Not Graduate,Yes,2939,3293.05,698,360,1.0,Semiurban,Y
LN0658,Female,No,0,Graduate,No,24053,4235.41,622,120,1.0,Semiurban,N
LN0659,Female,Yes,0,Not Graduate,Yes,13134,5716.37,299,180,1.0,Urban,Y
LN0660,Female,No,2,Not Graduate,Yes,22364,9028.77,144,180,0.0,Semiurban,Y
LN0661,Male,Yes,3+,Not Graduate,No,1555,3944.85,345,240,1.0,Urban,Y
LN0662,Male,No,0,Not Graduate,No,21208,9811.31,233,360,1.0,Rural,Y
LN0663,Female,Yes,0,Graduate,No,24661,7590.28,309,120,0.0,Rural,N
LN0664,Male,Yes,1,Graduate,Yes,1605,5114.81,235,240,1.0,Urban,Y
LN0665,Male,Yes,3+,Not Graduate,No,4701,6440.26,458,120,1.0,Urban,Y
LN0666,Female,No,0,Graduate,Yes,16684,1022.24,118,360,1.0,Semiurban,Y
LN0667,Female,Yes,1,Not Graduate,No,2169,8445.22,676,360,1.0,Urban,Y
LN0668,Male,No,3+,Not Graduate,Yes,14163,5823.57,57,360,1.0,Rural,Y
LN0669,Male,No,2,Graduate,No,2466,9860.67,314,240,0.0,Urban,Y
LN0670,Male,Yes,2,Graduate,Yes,18191,6364.29,533,360,0.0,Urban,Y
LN0671,Female,Yes,1,Not Graduate,No,20022,8341.12,666,240,1.0,Urban,Y
LN0672,Female,Yes,2,Not Graduate,Yes,13156,7997.63,420,240,1.0,Semiurban,N
LN0673,Female,No,0,Graduate,Yes,17393,3454.61,132,180,0.0,Urban,Y
LN0674,Female,Yes,3+,Not Graduate,Yes,14589,2596.11,695,240,1.0,Semiurban,Y
LN0675,Male,No,0,Graduate,Yes,17993,4304.94,260,240,1.0,Semiurban,N
LN0676,Female,No,0,Not Graduate,Yes,5132,4672.41,362,180,1.0,Urban,Y
LN0677,Female,Yes,2,Not Graduate,Yes,24612,2400.85,653,120,1.0,Semiurban,N
LN0678,Female,Yes,0,Graduate,Yes,7184,8945.98,386,180,1.0,Urban,Y
LN0679,Female,Yes,2,Graduate,Yes,14766,5425.48,539,180,1.0,Rural,Y
LN0680,Female,Yes,3+,Graduate,No,24383,9784.44,452,360,1.0,Rural,N
LN0681,Male,Yes,3+,Not Graduate,Yes,19799,8100.18,688,360,1.0,Semiurban,Y
LN0682,Male,Yes,0,Not Graduate,Yes,18440,5557.05,240,180,1.0,Rural,N
LN0683,Female,No,1,Not Graduate,No,1604,9470.4,384,360,1.0,Urban,N
LN0684,Male,No,2,Not Graduate,Yes,3547,5048.75,571,180,1.0,Semiurban,Y
LN0685,Female,No,2,Graduate,No,18029,8871.07,668,360,0.0,Urban,Y
LN0686,Female,Yes,0,Not Graduate,Yes,18757,3581.45,136,240,0.0,Semiurban,N
LN0687,Male,No,2,Not Graduate,No,18182,3786.42,628,360,1.0,Semiurban,Y
LN0688,Male,No,2,Not Graduate,No,21122,4181.31,111,360,1.0,Semiurban,N
LN0689,Female,No,1,Graduate,Yes,10337,5466.26,436,240,1.0,Semiurban,Y
LN0690,Female,No,1,Not Graduate,No,16907,5534.9,195,180,0.0,Rural,Y
LN0691,Female,No,0,Not Graduate,Yes,7882,4963.99,202,360,1.0,Rural,Y
LN0692,Male,Yes,1,Graduate,Yes,20395,3060.01,668,360,1.0,Rural,Y
LN0693,Female,Yes,0,Not Graduate,Yes,24480,9272.06,398,240,1.0,Semiurban,Y
LN0694,Female,No,3+,Not Graduate,Yes,2283,5885.86,227,240,1.0,Rural,Y
LN0695,Female,No,0,Graduate,No,22876,4077.39,536,240,1.0,Semiurban,Y
LN0696,Male,No,3+,Not Graduate,Yes,1870,6511.77,296,120,1.0,Rural,Y
LN0697,Female,Yes,0,Not Graduate,No,17408,7679.67,303,240,0.0,Semiurban,Y
LN0698,Female,Yes,2,Not Graduate,No,1986,9607.28,549,180,1.0,Rural,N
LN0699,Male,No,1,Graduate,Yes,16000,4995.49,590,360,1.0,Rural,Y
LN0700,Female,Yes,3+,Not Graduate,Yes,4696,1120.99,401,360,1.0,Rural,Y
LN0701,Female,Yes,0,Not Graduate,Yes,11052,4407.66,561,120,0.0,Semiurban,Y
LN0702,Male,No,1,Graduate,Yes,22171,4789.71,62,360,1.0,Semiurban,Y
LN0703,Female,Yes,0,Graduate,No,3761,8969.94,608,360,1.0,Rural,Y
LN0704,Male,Yes,1,Not Graduate,Yes,12313,3948.01,200,180,1.0,Semiurban,Y
LN0705,Male,No,1,Not Graduate,No,10648,9533.24,99,360,1.0,Urban,Y
LN0706,Female,Yes,0,Not Graduate,Yes,10072,4851.32,264,180,1.0,Rural,Y
LN0707,Female,Yes,3+,Not Graduate,Yes,16508,9737.81,693,120,1.0,Rural,Y
LN0708,Female,No,3+,Graduate,Yes,14585,81.98,421,180,1.0,Urban,N
LN0709,Female,Yes,2,Not Graduate,Yes,18122,8988.15,162,240,1.0,Semiurban,Y
LN0710,Male,Yes,1,Graduate,No,8343,9311.2,301,240,1.0,Semiurban,Y
LN0711,Female,No,2,Graduate,No,2605,9610.21,390,120,1.0,Semiurban,Y
LN0712,Male,No,2,Not Graduate,Yes,19270,130.77,102,360,1.0,Rural,Y
LN0713,Female,No,0,Not Graduate,No,11941,1717.01,179,180,1.0,Rural,Y
LN0714,Female,Yes,0,Graduate,No,11219,6537.65,242,240,1.0,Rural,Y
LN0715,Female,No,0,Graduate,Yes,19551,254.73,640,180,1.0,Rural,N
LN0716,Male,Yes,1,Not Graduate,Yes,4191,636.09,106,240,1.0,Rural,Y
LN0717,Female,No,0,Graduate,No,13364,2210.79,146,180,0.0,Semiurban,Y
LN0718,Female,Yes,0,Not Graduate,No,3496,5124.4,247,360,1.0,Urban,Y
LN0719,Female,No,1,Not Graduate,No,2925,5459.03,696,120,1.0,Semiurban,Y
LN0720,Female,No,1,Graduate,No,17878,342.61,196,360,1.0,Semiurban,Y
LN0721,Male,No,3+,Graduate,Yes,8349,1703.67,624,180,1.0,Rural,Y
LN0722,Female,No,0,Not Graduate,Yes,4747,4997.06,626,240,1.0,Urban,Y
LN0723,Male,Yes,0,Graduate,No,20476,5939.41,344,240,1.0,Urban,Y
LN0724,Male,No,0,Not Graduate,Yes,2990,1484.02,670,120,1.0,Semiurban,Y
LN0725,Male,No,3+,Not Graduate,No,19108,3988.41,61,360,1.0,Urban,Y
LN0726,Male,Yes,0,Not Graduate,No,20471,9044.01,382,360,1.0,Semiurban,Y
LN0727,Male,No,3+,Graduate,Yes,20948,9988.99,269,360,1.0,Semiurban,Y
LN0728,Male,Yes,2,Not Graduate,No,15810,9872.14,447,240,1.0,Semiurban,Y
LN0729,Female,No,3+,Not Graduate,No,18716,8816.75,391,120,1.0,Semiurban,Y
LN0730,Male,No,2,Not Graduate,Yes,16901,3946.6,561,240,1.0,Rural,Y
LN0731,Male,No,0,Not Graduate,Yes,14384,6865.74,221,360,1.0,Urban,Y
LN0732,Male,Yes,2,Not Graduate,No,20324,4165.92,517,180,1.0,Rural,Y
LN0733,Female,No,3+,Not Graduate,No,6295,6485.27,215,240,1.0,Rural,Y
LN0734,Female,No,1,Not Graduate,Yes,3146,3094.32,219,120,1.0,Rural,Y
LN0735,Male,No,2,Not Graduate,No,17642,6062.02,613,360,1.0,Semiurban,N
LN0736,Female,Yes,2,Not Graduate,No,15806,5237.58,561,180,1.0,Semiurban,Y
LN0737,Male,Yes,0,Not Graduate,Yes,18324,244.8,238,240,1.0,Rural,Y
LN0738,Male,No,3+,Not Graduate,Yes,7456,7907.03,169,180,1.0,Rural,Y
LN0739,Female,Yes,2,Graduate,Yes,15428,118.98,154,180,0.0,Urban,Y
LN0740,Male,No,2,Not Graduate,Yes,11221,2931.56,90,120,0.0,Rural,Y
LN0741,Female,No,2,Not Graduate,Yes,12657,59.24,370,240,1.0,Semiurban,Y
LN0742,Female,No,2,Not Graduate,Yes,3867,3762.01,384,120,0.0,Rural,Y
LN0743,Male,No,1,Graduate,No,8196,631.61,209,360,1.0,Urban,N
LN0744,Male,No,3+,Not Graduate,No,6690,9135.11,313,180,1.0,Urban,N
LN0745,Female,No,0,Graduate,Yes,6163,4156.79,579,120,0.0,Rural,Y
LN0746,Male,No,0,Not Graduate,Yes,8562,4594.96,526,120,0.0,Urban,Y
LN0747,Male,Yes,1,Not Graduate,No,5831,3498.5,401,360,0.0,Urban,Y
LN0748,Male,Yes,3+,Graduate,No,20918,6275.06,594,240,1.0,Semiurban,N
LN0749,Female,Yes,2,Not Graduate,No,13380,7844.08,259,120,1.0,Urban,Y
LN0750,Female,Yes,1,Graduate,Yes,17746,6481.47,545,180,1.0,Urban,Y
LN0751,Male,Yes,3+,Graduate,Yes,4762,7482.07,431,180,1.0,Rural,Y
LN0752,Female,Yes,2,Not Graduate,No,14820,9059.74,530,180,1.0,Semiurban,Y
LN0753,Female,Yes,1,Not Graduate,Yes,19991,8635.47,54,180,0.0,Urban,Y
LN0754,Female,No,3+,Not Graduate,Yes,8536,6740.58,83,120,1.0,Rural,Y
LN0755,Female,No,0,Not Graduate,Yes,22204,2146.38,194,180,1.0,Rural,Y
LN0756,Female,No,0,Graduate,No,23822,6377.03,400,120,1.0,Rural,Y
LN0757,Male,No,3+,Graduate,No,20631,5060.83,632,240,1.0,Rural,Y
LN0758,Male,Yes,0,Not Graduate,Yes,6177,7172.19,514,180,1.0,Rural,Y
LN0759,Male,Yes,3+,Graduate,Yes,9472,8329.32,397,240,0.0,Rural,Y
LN0760,Female,No,2,Graduate,Yes,16829,7427.21,174,120,1.0,Urban,Y
LN0761,Female,No,3+,Not Graduate,Yes,5764,8465.61,320,360,1.0,Semiurban,Y
LN0762,Male,Yes,2,Graduate,Yes,4633,638.66,406,240,0.0,Semiurban,N
LN0763,Female,No,1,Graduate,No,13112,316.2,576,180,0.0,Rural,Y
LN0764,Male,No,3+,Not Graduate,Yes,19349,2585.01,547,360,0.0,Rural,Y
LN0765,Male,No,1,Graduate,Yes,21993,9006.66,202,240,0.0,Semiurban,Y
LN0766,Male,No,0,Not Graduate,Yes,20095,8236.59,102,120,1.0,Urban,N
LN0767,Female,Yes,2,Graduate,No,23423,6827.27,198,120,0.0,Rural,N
LN0768,Female,No,3+,Not Graduate,No,15658,7007.59,552,120,1.0,Semiurban,Y
LN0769,Male,No,1,Graduate,Yes,11235,7266.7,499,240,1.0,Semiurban,Y
LN0770,Male,Yes,2,Graduate,No,3189,9426.03,268,120,1.0,Rural,Y
LN0771,Male,Yes,2,Not Graduate,No,11263,8321.91,674,240,1.0,Semiurban,Y
LN0772,Male,No,0,Not Graduate,No,9227,6233.9,326,180,1.0,Urban,Y
LN0773,Female,Yes,0,Not Graduate,No,9264,6657.15,501,180,1.0,Semiurban,Y
LN0774,Female,No,2,Not Graduate,No,22425,2137.4,477,240,1.0,Rural,Y
LN0775,Male,No,2,Graduate,No,21425,6573.19,132,240,1.0,Rural,Y
LN0776,Male,Yes,3+,Graduate,Yes,14503,4246.79,267,360,0.0,Semiurban,Y
LN0777,Female,No,2,Graduate,No,2318,1529.62,576,120,1.0,Semiurban,Y
LN0778,Female,No,3+,Not Graduate,No,15939,8064.03,453,180,1.0,Rural,N
LN0779,Male,No,2,Graduate,Yes,16577,5102.47,339,180,0.0,Urban,Y
LN0780,Male,No,0,Graduate,Yes,6021,9774.25,469,360,1.0,Semiurban,Y
LN0781,Male,Yes,3+,Not Graduate,Yes,2624,2816.79,388,240,1.0,Urban,Y
LN0782,Female,Yes,1,Not Graduate,Yes,7160,4806.7,468,240,1.0,Urban,Y
LN0783,Female,No,0,Graduate,No,7141,4479.95,256,360,1.0,Rural,Y
LN0784,Female,Yes,3+,Not Graduate,No,19013,1207.8,314,120,0.0,Rural,Y
LN0785,Male,No,3+,Graduate,No,3202,4261.15,85,240,0.0,Rural,Y
LN0786,Male,No,1,Graduate,No,19885,2875.53,422,240,1.0,Urban,N
LN0787,Female,No,3+,Not Graduate,Yes,24796,1603.2,537,120,1.0,Rural,N
LN0788,Female,No,2,Graduate,No,21762,2821.56,308,120,1.0,Rural,N
LN0789,Male,No,1,Not Graduate,No,12639,2332.52,580,360,1.0,Urban,Y
LN0790,Female,Yes,0,Not Graduate,Yes,24215,7340.74,72,360,1.0,Urban,Y
LN0791,Female,No,0,Graduate,No,23919,307.75,153,360,1.0,Urban,Y
LN0792,Male,Yes,2,Graduate,No,17202,6174.63,290,240,1.0,Urban,N
LN0793,Female,Yes,0,Graduate,No,8023,7606.61,302,360,1.0,Semiurban,Y
LN0794,Male,No,3+,Not Graduate,No,13897,4807.23,191,240,1.0,Rural,N
LN0795,Male,No,3+,Graduate,Yes,9611,9315.65,500,180,1.0,Semiurban,Y
LN0796,Male,No,2,Not Graduate,Yes,3901,7078.81,356,120,0.0,Urban,N
LN0797,Male,No,0,Not Graduate,Yes,10981,7479.24,549,120,1.0,Urban,Y
LN0798,Male,No,0,Graduate,Yes,11567,1969.33,671,180,1.0,Urban,Y
LN0799,Male,Yes,2,Not Graduate,Yes,14876,7772.96,57,360,1.0,Urban,N
LN0800,Male,No,1,Graduate,No,15324,8320.95,118,240,1.0,Urban,Y
LN0801,Female,No,0,Graduate,No,14944,3612.66,624,240,1.0,Rural,N
LN0802,Male,Yes,1,Graduate,Yes,14379,2133.63,117,240,1.0,Semiurban,N
LN0803,Male,Yes,0,Graduate,Yes,17612,3850.51,457,120,1.0,Semiurban,N
LN0804,Female,No,0,Graduate,Yes,2039,7396.08,567,360,1.0,Rural,Y
LN0805,Female,Yes,0,Graduate,No,12474,4176.39,168,240,0.0,Rural,Y
LN0806,Female,No,0,Graduate,Yes,15346,7366.52,80,240,0.0,Rural,Y
LN0807,Male,Yes,3+,Not Graduate,No,7115,1135.65,567,240,1.0,Semiurban,N
LN0808,Female,Yes,1,Graduate,No,17516,8060.12,532,180,0.0,Semiurban,Y
LN0809,Male,No,1,Not Graduate,No,4456,2532.07,256,240,1.0,Urban,Y
LN0810,Male,Yes,0,Not Graduate,No,9577,2489.29,628,180,0.0,Semiurban,Y
LN0811,Male,Yes,0,Not Graduate,Yes,5222,5903.81,436,240,1.0,Semiurban,N
LN0812,Male,Yes,1,Graduate,No,13559,701.18,461,240,1.0,Rural,N
LN0813,Female,Yes,3+,Not Graduate,No,6587,262.98,419,240,1.0,Semiurban,Y
LN0814,Female,Yes,2,Not Graduate,Yes,11838,2610.29,402,180,0.0,Urban,Y
LN0815,Male,Yes,2,Graduate,No,24344,5380.68,385,240,1.0,Semiurban,Y
LN0816,Male,No,1,Graduate,No,3670,9076.16,338,360,1.0,Rural,Y
LN0817,Male,No,0,Not Graduate,No,4891,8464.35,189,240,0.0,Rural,Y
LN0818,Female,Yes,0,Graduate,Yes,8442,4904.46,349,180,0.0,Urban,Y
LN0819,Male,No,3+,Graduate,No,19500,370.52,62,180,1.0,Urban,Y
LN0820,Male,No,2,Graduate,No,15306,5352.53,477,360,1.0,Semiurban,N
LN0821,Female,No,3+,Graduate,Yes,16292,7047.96,449,120,1.0,Urban,Y
LN0822,Female,Yes,2,Not Graduate,Yes,14309,3391.65,158,360,1.0,Urban,Y
LN0823,Male,No,1,Graduate,No,16355,1110.63,534,360,1.0,Rural,N
LN0824,Female,Yes,2,Graduate,No,10608,2785.68,405,180,1.0,Rural,Y
LN0825,Female,No,3+,Graduate,Yes,7958,7715.89,198,240,1.0,Semiurban,N
LN0826,Male,Yes,3+,Not Graduate,No,4256,3512.44,356,240,1.0,Semiurban,Y
LN0827,Female,Yes,3+,Not Graduate,Yes,8353,8119.81,582,120,1.0,Semiurban,N
LN0828,Male,No,1,Graduate,No,9209,3195.21,109,120,1.0,Semiurban,Y
LN0829,Female,No,2,Graduate,Yes,19820,1635.55,484,120,1.0,Rural,Y
LN0830,Male,Yes,2,Not Graduate,No,20975,4358.48,70,120,1.0,Semiurban,Y
LN0831,Male,No,3+,Graduate,Yes,14347,4522.75,431,360,1.0,Semiurban,N
LN0832,Male,No,2,Graduate,Yes,18852,161.08,294,360,1.0,Urban,N
LN0833,Female,No,0,Not Graduate,Yes,8797,1170.45,122,240,1.0,Semiurban,Y
LN0834,Male,Yes,0,Graduate,Yes,17756,1849.26,498,360,1.0,Urban,Y
LN0835,Female,Yes,0,Graduate,Yes,4703,1135.87,125,240,1.0,Rural,Y
LN0836,Male,No,2,Not Graduate,No,7999,3415.26,639,240,1.0,Semiurban,Y
LN0837,Male,No,1,Not Graduate,No,6673,9646.23,439,240,1.0,Urban,N
LN0838,Female,No,1,Graduate,Yes,18773,5092.23,626,240,1.0,Semiurban,Y
LN0839,Male,Yes,1,Not Graduate,No,13150,6275.56,391,180,0.0,Urban,N
LN0840,Male,Yes,1,Graduate,No,10673,3563.86,339,240,1.0,Semiurban,Y
LN0841,Female,No,0,Graduate,No,8882,3234.88,617,360,1.0,Rural,Y
LN0842,Male,No,0,Graduate,No,21415,231.47,380,360,1.0,Rural,N
LN0843,Male,No,3+,Not Graduate,No,2301,5003.34,308,360,0.0,Urban,Y
LN0844,Male,No,2,Not Graduate,No,9734,4836.09,475,360,1.0,Urban,Y
LN0845,Male,No,2,Graduate,Yes,15397,1578.31,55,180,1.0,Rural,N
LN0846,Female,No,1,Graduate,No,16697,7643.24,55,120,1.0,Semiurban,Y
LN0847,Female,Yes,0,Not Graduate,No,21233,4926.74,240,120,1.0,Urban,Y
LN0848,Male,No,1,Not Graduate,No,11469,3389.94,197,240,1.0,Rural,N
LN0849,Female,Yes,3+,Not Graduate,Yes,4701,1469.09,454,240,1.0,Urban,Y
LN0850,Male,No,2,Graduate,No,18233,5521.61,307,360,0.0,Rural,Y
LN0851,Female,No,2,Not Graduate,No,11472,7528.17,528,360,0.0,Rural,Y
LN0852,Male,Yes,1,Not Graduate,No,2083,2819.99,139,120,1.0,Urban,Y
LN0853,Male,Yes,3+,Graduate,Yes,14219,2187.94,59,120,0.0,Urban,N
LN0854,Male,Yes,2,Graduate,No,4877,5219.35,136,360,1.0,Rural,Y
LN0855,Male,Yes,3+,Graduate,Yes,23912,1553.43,200,240,1.0,Semiurban,Y
LN0856,Male,No,3+,Not Graduate,No,24080,6666.13,674,180,1.0,Rural,N
LN0857,Male,Yes,1,Graduate,Yes,24967,6053.44,79,180,1.0,Semiurban,Y
LN0858,Female,No,0,Graduate,Yes,16355,870.82,177,120,1.0,Semiurban,N
LN0859,Male,Yes,1,Graduate,Yes,4901,365.2,127,120,1.0,Semiurban,N
LN0860,Female,No,0,Graduate,No,15136,6202.89,470,120,0.0,Urban,Y
LN0861,Male,No,3+,Not Graduate,Yes,21069,2942.94,104,180,1.0,Rural,Y
LN0862,Female,No,0,Graduate,Yes,23169,864.46,529,180,1.0,Rural,Y
LN0863,Female,No,3+,Not Graduate,Yes,17238,7594.29,354,360,1.0,Semiurban,N
LN0864,Female,No,2,Not Graduate,Yes,8272,3140.44,595,240,1.0,Semiurban,Y
LN0865,Male,No,2,Not Graduate,No,21231,4596.0,154,120,1.0,Semiurban,Y
LN0866,Male,Yes,2,Graduate,No,11631,2368.13,221,360,1.0,Rural,Y
LN0867,Female,No,1,Not Graduate,No,2288,6273.17,548,180,1.0,Semiurban,Y
LN0868,Male,Yes,1,Graduate,No,22829,3014.88,71,360,1.0,Rural,Y
LN0869,Female,Yes,3+,Graduate,Yes,17684,9680.21,336,180,1.0,Rural,N
LN0870,Male,No,2,Graduate,No,4389,7029.48,440,240,1.0,Urban,Y
LN0871,Female,Yes,1,Not Graduate,Yes,11069,1367.22,666,180,0.0,Semiurban,Y
LN0872,Female,No,2,Graduate,No,23157,4166.95,198,360,1.0,Semiurban,N
LN0873,Male,Yes,1,Graduate,No,11641,3854.21,321,240,1.0,Semiurban,Y
LN0874,Female,No,0,Graduate,No,21156,5342.47,348,180,1.0,Urban,N
LN0875,Male,Yes,0,Not Graduate,Yes,23118,8419.31,221,120,1.0,Semiurban,Y
LN0876,Female,No,2,Not Graduate,No,13434,5834.22,96,180,1.0,Rural,N
LN0877,Female,No,3+,Not Graduate,No,11269,615.57,675,240,1.0,Semiurban,Y
LN0878,Male,No,1,Graduate,No,24786,6554.16,256,360,1.0,Rural,Y
LN0879,Male,No,1,Not Graduate,Yes,9112,82.65,502,240,1.0,Rural,Y
LN0880,Male,Yes,0,Graduate,No,20376,7799.6,444,360,1.0,Rural,Y
LN0881,Female,No,0,Graduate,No,17705,6666.36,350,180,1.0,Rural,Y
LN0882,Male,Yes,3+,Not Graduate,Yes,24629,3087.86,225,180,1.0,Semiurban,N
LN0883,Female,Yes,3+,Graduate,Yes,15434,2924.42,159,240,0.0,Urban,Y
LN0884,Female,Yes,3+,Not Graduate,No,11595,7982.73,251,120,0.0,Urban,Y
LN0885,Male,No,2,Graduate,No,5740,7833.37,217,180,1.0,Rural,Y
LN0886,Male,Yes,0,Not Graduate,No,20206,3523.02,663,120,1.0,Semiurban,Y
LN0887,Female,Yes,2,Graduate,Yes,12248,2989.48,135,120,0.0,Urban,Y
LN0888,Female,Yes,0,Graduate,Yes,6798,5598.25,100,240,1.0,Semiurban,N
LN0889,Male,No,0,Graduate,Yes,3361,83.66,161,180,0.0,Urban,N
LN0890,Male,No,1,Graduate,No,15642,826.67,512,120,1.0,Rural,N
LN0891,Male,Yes,0,Graduate,Yes,24504,1261.7,491,180,0.0,Rural,N
LN0892,Male,No,0,Not Graduate,No,21931,1854.12,320,360,0.0,Rural,Y
LN0893,Male,No,2,Graduate,Yes,8820,5120.18,626,120,1.0,Urban,N
LN0894,Female,Yes,0,Not Graduate,Yes,12867,9922.42,393,240,1.0,Semiurban,Y
LN0895,Female,Yes,2,Not Graduate,Yes,18982,6526.13,232,240,1.0,Rural,N
LN0896,Female,No,3+,Not Graduate,No,6747,612.99,552,120,1.0,Semiurban,Y
LN0897,Female,Yes,0,Graduate,No,3234,5255.79,59,180,1.0,Semiurban,N
LN0898,Male,No,0,Graduate,No,6163,4966.45,543,360,1.0,Rural,Y
LN0899,Male,No,2,Graduate,No,7409,1441.68,283,360,1.0,Urban,Y
LN0900,Male,No,3+,Not Graduate,Yes,21300,9202.72,347,240,1.0,Rural,Y
LN0901,Female,No,1,Graduate,No,14318,4407.65,293,240,0.0,Rural,Y
LN0902,Female,No,3+,Graduate,Yes,24186,9945.59,558,180,1.0,Urban,Y
LN0903,Male,No,2,Not Graduate,No,18564,4200.72,400,240,1.0,Semiurban,N
LN0904,Male,Yes,3+,Not Graduate,No,9663,6079.58,316,180,1.0,Urban,N
LN0905,Female,Yes,2,Not Graduate,Yes,19954,1047.63,679,120,1.0,Urban,Y
LN0906,Female,No,2,Not Graduate,Yes,14858,4542.28,250,360,1.0,Rural,Y
LN0907,Male,No,1,Not Graduate,No,8168,2387.66,288,120,0.0,Urban,Y
LN0908,Male,No,0,Not Graduate,No,14516,8355.65,383,240,1.0,Urban,N
LN0909,Female,Yes,2,Graduate,Yes,9501,7839.2,464,360,1.0,Urban,Y
LN0910,Male,No,2,Not Graduate,Yes,11421,8241.8,533,360,1.0,Semiurban,Y
LN0911,Male,Yes,1,Graduate,Yes,3691,7236.09,486,120,1.0,Semiurban,Y
LN0912,Male,No,2,Graduate,Yes,10359,8326.83,295,180,0.0,Rural,Y
LN0913,Female,No,0,Graduate,Yes,10372,2008.29,57,360,1.0,Rural,Y
